start-time,duration,end-time,type-of-collision
275.705,0.28000000000000003,275.985,Agent-Human
331.985,1.1200000000000001,333.105,Agent-Human
427.115,1.1899999999999999,428.305,Agent-Human
522.315,1.1899999999999999,523.505,Agent-Human
617.515,1.1200000000000001,618.635,Agent-Human
712.715,1.1200000000000001,713.835,Agent-Human
807.845,1.1899999999999999,809.035,Agent-Human
903.045,1.1200000000000001,904.165,Agent-Human
998.245,1.1200000000000001,999.365,Agent-Human
1093.445,1.1200000000000001,1094.565,Agent-Human
1188.575,1.1899999999999999,1189.765,Agent-Human
